order_name,order_id,store_id,order_date,status,delivery_eta,
,,943794,,Not Delivered,-,
,,465932,,Not Delivered,-,
,,688704,,Delivered,-,
,,990824,,Delivered,-,
,,574721,,Delivered,-,
,,222855,,Not Delivered,-,
,,227474,,Not Delivered,-,
,,952450,,Delivered,-,
,,500644,,Not Delivered,-,
,,439857,,Not Delivered,-,
,,892090,,Not Delivered,-,
,,299107,,Delivered,-,
,,700142,,Not Delivered,-,
,,381681,,Pending,07/01/1900,
,,928202,,Pending,07/01/1900,
,,108267,,Pending,07/01/1900,
,,433584,,Not Delivered,-,
,,554290,,Not Delivered,-,
,,830638,,Pending,07/01/1900,
,,494898,,Pending,07/01/1900,
,,748437,,Pending,07/01/1900,
,,150171,,Pending,07/01/1900,
,,442946,,Not Delivered,-,
,,555396,,Pending,07/01/1900,
,,369613,,Pending,07/01/1900,
,,155137,,Pending,07/01/1900,
,,316094,,Not Delivered,-,
,,474786,,Delivered,-,
,,250264,,Delivered,-,
,,964782,,Pending,07/01/1900,
,,123704,,Not Delivered,-,
,,622064,,Delivered,-,
,,450740,,Not Delivered,-,
,,445743,,Pending,07/01/1900,
,,384940,,Delivered,-,
,,579080,,Delivered,-,
,,966623,,Pending,07/01/1900,
,,591243,,Pending,07/01/1900,
,,891541,,Pending,07/01/1900,
,,549612,,Pending,07/01/1900,
,,375226,,Pending,07/01/1900,
,,151544,,Delivered,-,
,,912615,,Delivered,-,
,,476665,,Not Delivered,-,
,,136495,,Pending,07/01/1900,
,,449681,,Not Delivered,-,
,,523975,,Delivered,-,
,,559157,,Delivered,-,
,,474121,,Not Delivered,-,
,,698994,,Pending,07/01/1900,
,,465242,,Not Delivered,-,
,,554548,,Pending,07/01/1900,
,,865215,,Delivered,-,
,,665365,,Not Delivered,-,
,,552906,,Delivered,-,
,,874379,,Delivered,-,
,,609697,,Pending,07/01/1900,
,,705657,,Pending,07/01/1900,
,,213805,,Pending,07/01/1900,
,,311030,,Pending,07/01/1900,
,,896492,,Delivered,-,
,,298824,,Pending,07/01/1900,
,,140325,,Not Delivered,-,
,,796090,,Delivered,-,
,,984811,,Pending,07/01/1900,
,,634628,,Not Delivered,-,
,,747774,,Not Delivered,-,
,,725319,,Not Delivered,-,
,,999467,,Delivered,-,
,,125943,,Delivered,-,
,,908172,,Pending,07/01/1900,
,,711916,,Delivered,-,
,,577230,,Not Delivered,-,
,,501736,,Delivered,-,
,,332160,,Pending,07/01/1900,
,,870374,,Not Delivered,-,
,,517702,,Delivered,-,
,,417538,,Pending,07/01/1900,
,,170663,,Delivered,-,
,,603940,,Not Delivered,-,
,,777684,,Delivered,-,
,,423404,,Delivered,-,
,,340995,,Delivered,-,
,,569224,,Not Delivered,-,
,,806616,,Delivered,-,
,,957999,,Pending,07/01/1900,
,,485231,,Delivered,-,
,,887131,,Not Delivered,-,
,,729527,,Pending,07/01/1900,
,,309062,,Delivered,-,
,,819757,,Pending,07/01/1900,
,,458455,,Pending,07/01/1900,
,,532685,,Pending,07/01/1900,
,,504977,,Delivered,-,
,,919093,,Pending,07/01/1900,
,,484156,,Pending,07/01/1900,
,,996741,,Not Delivered,-,
,,983250,,Delivered,-,
,,591621,,Delivered,-,
,,160953,,Delivered,-,
,,217758,,Delivered,-,
,,955611,,Not Delivered,-,
,,566914,,Delivered,-,
,,652234,,Not Delivered,-,
,,563267,,Not Delivered,-,
,,146719,,Not Delivered,-,
,,818475,,Not Delivered,-,
,,443703,,Not Delivered,-,
,,715155,,Not Delivered,-,
,,290610,,Delivered,-,
,,892940,,Pending,07/01/1900,
,,803886,,Pending,07/01/1900,
,,969987,,Delivered,-,
,,879853,,Delivered,-,
,,340759,,Not Delivered,-,
,,737438,,Pending,07/01/1900,
,,509453,,Pending,07/01/1900,
,,122488,,Pending,07/01/1900,
,,912622,,Delivered,-,
,,146501,,Not Delivered,-,
,,375408,,Not Delivered,-,
,,674386,,Pending,07/01/1900,
,,260239,,Delivered,-,
,,680724,,Not Delivered,-,
,,804138,,Not Delivered,-,
,,513117,,Not Delivered,-,
,,316671,,Delivered,-,
,,683755,,Delivered,-,
,,453713,,Pending,07/01/1900,
,,441791,,Not Delivered,-,
,,499822,,Delivered,-,
,,231790,,Delivered,-,
,,553808,,Delivered,-,
,,851620,,Pending,07/01/1900,
,,766492,,Delivered,-,
,,353283,,Delivered,-,
,,708027,,Pending,07/01/1900,
,,784637,,Pending,07/01/1900,
,,251049,,Delivered,-,
,,616981,,Not Delivered,-,
,,500842,,Delivered,-,
,,475106,,Not Delivered,-,
,,336428,,Not Delivered,-,
,,669944,,Pending,07/01/1900,
,,369250,,Delivered,-,
,,517326,,Delivered,-,
,,113284,,Not Delivered,-,
,,148522,,Not Delivered,-,
,,954508,,Delivered,-,
,,784012,,Delivered,-,
,,161388,,Pending,07/01/1900,
,,220627,,Pending,07/01/1900,
,,189583,,Not Delivered,-,
,,774234,,Delivered,-,
,,638336,,Pending,07/01/1900,
,,167650,,Pending,07/01/1900,
,,352417,,Not Delivered,-,
,,888850,,Delivered,-,
,,435284,,Delivered,-,
,,856037,,Not Delivered,-,
,,252732,,Not Delivered,-,
,,796036,,Delivered,-,
,,201472,,Delivered,-,
,,303778,,Delivered,-,
,,718524,,Delivered,-,
,,447239,,Pending,07/01/1900,
,,516012,,Pending,07/01/1900,
,,714347,,Not Delivered,-,
,,732198,,Delivered,-,
,,811018,,Delivered,-,
,,182554,,Not Delivered,-,
,,789379,,Delivered,-,
,,827829,,Not Delivered,-,
,,390793,,Pending,07/01/1900,
,,925837,,Pending,07/01/1900,
,,898726,,Delivered,-,
,,273475,,Delivered,-,
,,545796,,Delivered,-,
,,154062,,Pending,07/01/1900,
,,641699,,Not Delivered,-,
,,229587,,Not Delivered,-,
,,604960,,Not Delivered,-,
,,117774,,Not Delivered,-,
,,427015,,Delivered,-,
,,320205,,Not Delivered,-,
,,617798,,Delivered,-,
,,683697,,Pending,07/01/1900,
,,481274,,Delivered,-,
,,523596,,Not Delivered,-,
,,695180,,Pending,07/01/1900,
,,925461,,Delivered,-,
,,818183,,Pending,07/01/1900,
,,744263,,Delivered,-,
,,462770,,Delivered,-,
,,621189,,Not Delivered,-,
,,506820,,Not Delivered,-,
,,107572,,Not Delivered,-,
,,951361,,Delivered,-,
,,142562,,Not Delivered,-,
,,411500,,Delivered,-,
,,615903,,Pending,07/01/1900,
,,622283,,Delivered,-,
,,707132,,Pending,07/01/1900,
,,206380,,Not Delivered,-,
,,687614,,Not Delivered,-,
,,582031,,Pending,07/01/1900,
,,496559,,Not Delivered,-,
,,833143,,Not Delivered,-,
,,778179,,Not Delivered,-,
,,564020,,Pending,07/01/1900,
,,268604,,Delivered,-,
,,455330,,Delivered,-,
,,709054,,Delivered,-,
,,266386,,Not Delivered,-,
,,897338,,Delivered,-,
,,495178,,Not Delivered,-,
,,383906,,Not Delivered,-,
,,892642,,Pending,07/01/1900,
,,147540,,Not Delivered,-,
,,403799,,Pending,07/01/1900,
,,880438,,Not Delivered,-,
,,890911,,Delivered,-,
,,488352,,Delivered,-,
,,265959,,Delivered,-,
,,213927,,Not Delivered,-,
,,120726,,Delivered,-,
,,947646,,Pending,07/01/1900,
,,234512,,Not Delivered,-,
,,472861,,Not Delivered,-,
,,730435,,Not Delivered,-,
,,984698,,Pending,07/01/1900,
,,705282,,Not Delivered,-,
,,966137,,Not Delivered,-,
,,824560,,Not Delivered,-,
,,896734,,Not Delivered,-,
,,411275,,Pending,07/01/1900,
,,783449,,Not Delivered,-,
,,959422,,Delivered,-,
,,533507,,Delivered,-,
,,327851,,Pending,07/01/1900,
,,570105,,Pending,07/01/1900,
,,165861,,Delivered,-,
,,585314,,Delivered,-,
,,691831,,Pending,07/01/1900,
,,597604,,Pending,07/01/1900,
,,579907,,Delivered,-,
,,176007,,Delivered,-,
,,686943,,Pending,07/01/1900,
,,893177,,Pending,07/01/1900,
,,458102,,Not Delivered,-,
,,135298,,Not Delivered,-,
,,379072,,Not Delivered,-,
,,232182,,Pending,07/01/1900,
,,291074,,Delivered,-,
,,770090,,Not Delivered,-,
,,265081,,Pending,07/01/1900,
,,507349,,Not Delivered,-,
,,262064,,Pending,07/01/1900,
,,838013,,Not Delivered,-,
,,845885,,Not Delivered,-,
,,960743,,Delivered,-,
,,233048,,Not Delivered,-,
,,693326,,Not Delivered,-,
,,176185,,Not Delivered,-,
,,998885,,Delivered,-,
,,382676,,Pending,07/01/1900,
,,531640,,Delivered,-,
,,384716,,Delivered,-,
,,764201,,Delivered,-,
,,567414,,Delivered,-,
,,466544,,Pending,07/01/1900,
,,246256,,Pending,07/01/1900,
,,584262,,Delivered,-,
,,301587,,Delivered,-,
,,350532,,Not Delivered,-,
,,456393,,Delivered,-,
,,761607,,Pending,07/01/1900,
,,225966,,Pending,07/01/1900,
,,731052,,Not Delivered,-,
,,626190,,Delivered,-,
,,614912,,Delivered,-,
,,635479,,Pending,07/01/1900,
,,820098,,Delivered,-,
,,690393,,Pending,07/01/1900,
,,427928,,Delivered,-,
,,470734,,Not Delivered,-,
,,543296,,Not Delivered,-,
,,999545,,Pending,07/01/1900,
,,794126,,Not Delivered,-,
,,113493,,Not Delivered,-,
,,770366,,Pending,07/01/1900,
,,610144,,Delivered,-,
,,995794,,Pending,07/01/1900,
,,175995,,Pending,07/01/1900,
,,111620,,Delivered,-,
,,378661,,Pending,07/01/1900,
,,579014,,Not Delivered,-,
,,141469,,Not Delivered,-,
,,295923,,Pending,07/01/1900,
,,544643,,Pending,07/01/1900,
,,256528,,Pending,07/01/1900,
,,234422,,Not Delivered,-,
,,690878,,Delivered,-,
,,273887,,Pending,07/01/1900,
,,446153,,Pending,07/01/1900,
,,317924,,Not Delivered,-,
,,102964,,Pending,07/01/1900,
,,140956,,Not Delivered,-,
,,360554,,Delivered,-,
,,304433,,Not Delivered,-,
,,164045,,Delivered,-,
,,266175,,Pending,07/01/1900,
,,266169,,Not Delivered,-,
,,347346,,Delivered,-,
,,327251,,Pending,07/01/1900,
,,395641,,Not Delivered,-,
,,900394,,Delivered,-,
,,504513,,Not Delivered,-,
,,866539,,Delivered,-,
,,526402,,Delivered,-,
,,353961,,Not Delivered,-,
,,767055,,Delivered,-,
,,758880,,Not Delivered,-,
,,577012,,Pending,07/01/1900,
,,961790,,Delivered,-,
,,938773,,Delivered,-,
,,406912,,Delivered,-,
,,439649,,Pending,07/01/1900,
,,800714,,Delivered,-,
,,194085,,Delivered,-,
,,878117,,Not Delivered,-,
,,212717,,Pending,07/01/1900,
,,987114,,Not Delivered,-,
,,703284,,Pending,07/01/1900,
,,944163,,Pending,07/01/1900,
,,206372,,Delivered,-,
,,765262,,Delivered,-,
,,683487,,Delivered,-,
,,929310,,Pending,07/01/1900,
,,872686,,Not Delivered,-,
,,537613,,Delivered,-,
,,730897,,Pending,07/01/1900,
,,796314,,Delivered,-,
,,128360,,Not Delivered,-,
,,947775,,Delivered,-,
,,198566,,Not Delivered,-,
,,325616,,Delivered,-,
,,751715,,Delivered,-,
,,759329,,Not Delivered,-,
,,201075,,Not Delivered,-,
,,979234,,Delivered,-,
,,484220,,Delivered,-,
,,722223,,Delivered,-,
,,227307,,Delivered,-,
,,426494,,Delivered,-,
,,883042,,Delivered,-,
,,748852,,Pending,07/01/1900,
,,201766,,Pending,07/01/1900,
,,466420,,Not Delivered,-,
,,461572,,Not Delivered,-,
,,553362,,Pending,07/01/1900,
,,740896,,Pending,07/01/1900,
,,893317,,Not Delivered,-,
,,765094,,Not Delivered,-,
,,409472,,Pending,07/01/1900,
,,671505,,Not Delivered,-,
,,264674,,Pending,07/01/1900,
,,457507,,Not Delivered,-,
,,932307,,Delivered,-,
,,803924,,Delivered,-,
,,840690,,Pending,07/01/1900,
,,357484,,Not Delivered,-,
,,791662,,Pending,07/01/1900,
,,872555,,Delivered,-,
,,257405,,Not Delivered,-,
,,491403,,Pending,07/01/1900,
,,672781,,Not Delivered,-,
,,542926,,Delivered,-,
,,401602,,Delivered,-,
,,872695,,Pending,07/01/1900,
,,945947,,Delivered,-,
,,552614,,Pending,07/01/1900,
,,231855,,Pending,07/01/1900,
,,325927,,Delivered,-,
,,968661,,Not Delivered,-,
,,904421,,Pending,07/01/1900,
,,999882,,Pending,07/01/1900,
,,738082,,Not Delivered,-,
,,704579,,Delivered,-,
,,415504,,Delivered,-,
,,885312,,Pending,07/01/1900,
,,622027,,Not Delivered,-,
,,538763,,Not Delivered,-,
,,912813,,Pending,07/01/1900,
,,568108,,Pending,07/01/1900,
,,885803,,Delivered,-,
,,783970,,Pending,07/01/1900,
,,417808,,Not Delivered,-,
,,575977,,Not Delivered,-,
,,548659,,Not Delivered,-,
,,149720,,Pending,07/01/1900,
,,418191,,Not Delivered,-,
,,492406,,Delivered,-,
,,741365,,Not Delivered,-,
,,981512,,Pending,07/01/1900,
,,307242,,Not Delivered,-,
,,223086,,Not Delivered,-,
,,974820,,Not Delivered,-,
,,985150,,Pending,07/01/1900,
,,664107,,Not Delivered,-,
,,922709,,Pending,07/01/1900,
,,484637,,Pending,07/01/1900,
,,591083,,Pending,07/01/1900,
,,606371,,Pending,07/01/1900,
,,658128,,Pending,07/01/1900,
,,238962,,Not Delivered,-,
,,422921,,Pending,07/01/1900,
,,409952,,Not Delivered,-,
,,693873,,Pending,07/01/1900,
,,133555,,Pending,07/01/1900,
,,727532,,Delivered,-,
,,403652,,Delivered,-,
,,693647,,Pending,07/01/1900,
,,299811,,Delivered,-,
,,891087,,Pending,07/01/1900,
,,951763,,Pending,07/01/1900,
,,312826,,Delivered,-,
,,245011,,Delivered,-,
,,344545,,Pending,07/01/1900,
,,828093,,Not Delivered,-,
,,957580,,Not Delivered,-,
,,643744,,Not Delivered,-,
,,165710,,Pending,07/01/1900,
,,747247,,Pending,07/01/1900,
,,809749,,Delivered,-,
,,958849,,Pending,07/01/1900,
,,935897,,Pending,07/01/1900,
,,765400,,Not Delivered,-,
,,551299,,Not Delivered,-,
,,815078,,Delivered,-,
,,495162,,Not Delivered,-,
,,514325,,Pending,07/01/1900,
,,684400,,Pending,07/01/1900,
,,880074,,Delivered,-,
,,572771,,Not Delivered,-,
,,199211,,Not Delivered,-,
,,168407,,Not Delivered,-,
,,329166,,Not Delivered,-,
,,715983,,Not Delivered,-,
,,192150,,Not Delivered,-,
,,939241,,Pending,07/01/1900,
,,311942,,Delivered,-,
,,873183,,Not Delivered,-,
,,746902,,Pending,07/01/1900,
,,934997,,Not Delivered,-,
,,878661,,Delivered,-,
,,838635,,Delivered,-,
,,755044,,Not Delivered,-,
,,381849,,Not Delivered,-,
,,434097,,Pending,07/01/1900,
,,415340,,Not Delivered,-,
,,188958,,Pending,07/01/1900,
,,991981,,Pending,07/01/1900,
,,128414,,Delivered,-,
,,484483,,Delivered,-,
,,499992,,Delivered,-,
,,558124,,Delivered,-,
,,753523,,Pending,07/01/1900,
,,921777,,Delivered,-,
,,657597,,Pending,07/01/1900,
,,870211,,Pending,07/01/1900,
,,799686,,Pending,07/01/1900,
,,648748,,Pending,07/01/1900,
,,230324,,Pending,07/01/1900,
,,493538,,Delivered,-,
,,993719,,Pending,07/01/1900,
,,767391,,Delivered,-,
,,212599,,Not Delivered,-,
,,405980,,Delivered,-,
,,481119,,Pending,07/01/1900,
,,740412,,Delivered,-,
,,752553,,Delivered,-,
,,634786,,Delivered,-,
,,929925,,Delivered,-,
,,281419,,Delivered,-,
,,149890,,Not Delivered,-,
,,236269,,Not Delivered,-,
,,402794,,Not Delivered,-,
,,425685,,Pending,07/01/1900,
,,275367,,Pending,07/01/1900,
,,501635,,Not Delivered,-,
,,931632,,Delivered,-,
,,916980,,Not Delivered,-,
,,392352,,Not Delivered,-,
,,855646,,Pending,07/01/1900,
,,947239,,Delivered,-,
,,242760,,Pending,07/01/1900,
,,973140,,Pending,07/01/1900,
,,483816,,Pending,07/01/1900,
,,498880,,Not Delivered,-,
,,206391,,Pending,07/01/1900,
,,781216,,Delivered,-,
,,622970,,Delivered,-,
,,488138,,Pending,07/01/1900,
,,800551,,Not Delivered,-,
,,161867,,Not Delivered,-,
,,364811,,Not Delivered,-,
,,557794,,Pending,07/01/1900,
,,991437,,Pending,07/01/1900,
,,809527,,Pending,07/01/1900,
,,605593,,Delivered,-,
,,114274,,Delivered,-,
,,882273,,Not Delivered,-,
,,286639,,Pending,07/01/1900,
,,719497,,Delivered,-,
,,722467,,Pending,07/01/1900,
,,369682,,Not Delivered,-,
,,586232,,Pending,07/01/1900,
,,592267,,Delivered,-,
,,298899,,Not Delivered,-,
,,821434,,Not Delivered,-,
,,611484,,Pending,07/01/1900,
,,985948,,Pending,07/01/1900,
,,257948,,Not Delivered,-,
,,661197,,Not Delivered,-,
,,526334,,Pending,07/01/1900,
,,524686,,Delivered,-,
,,314480,,Pending,07/01/1900,
,,820550,,Pending,07/01/1900,
,,992539,,Pending,07/01/1900,
,,418856,,Pending,07/01/1900,
,,663072,,Pending,07/01/1900,
,,817979,,Pending,07/01/1900,
,,364417,,Not Delivered,-,
,,810089,,Not Delivered,-,
,,408539,,Pending,07/01/1900,
,,265593,,Delivered,-,
,,801172,,Delivered,-,
,,754863,,Delivered,-,
,,428489,,Delivered,-,
,,852024,,Delivered,-,
,,253852,,Pending,07/01/1900,
,,737077,,Delivered,-,
,,673527,,Not Delivered,-,
,,780365,,Delivered,-,
,,657280,,Delivered,-,
,,530741,,Pending,07/01/1900,
,,708027,,Delivered,-,
,,590896,,Delivered,-,
,,520757,,Pending,07/01/1900,
,,680841,,Delivered,-,
,,340145,,Not Delivered,-,
,,341963,,Pending,07/01/1900,
,,639481,,Delivered,-,
,,184736,,Not Delivered,-,
,,608977,,Not Delivered,-,
,,972869,,Delivered,-,
,,762190,,Delivered,-,
,,624048,,Pending,07/01/1900,
,,323007,,Not Delivered,-,
,,723381,,Pending,07/01/1900,
,,270873,,Not Delivered,-,
,,793111,,Pending,07/01/1900,
,,927234,,Pending,07/01/1900,
,,283790,,Pending,07/01/1900,
,,533772,,Not Delivered,-,
,,392749,,Not Delivered,-,
,,526287,,Pending,07/01/1900,
,,922806,,Not Delivered,-,
,,333853,,Not Delivered,-,
,,253568,,Pending,07/01/1900,
,,303054,,Pending,07/01/1900,
,,889855,,Pending,07/01/1900,
,,380486,,Pending,07/01/1900,
,,659775,,Not Delivered,-,
,,331122,,Not Delivered,-,
,,487793,,Pending,07/01/1900,
,,937227,,Pending,07/01/1900,
,,123599,,Pending,07/01/1900,
,,367546,,Not Delivered,-,
,,984909,,Delivered,-,
,,411657,,Delivered,-,
,,988719,,Not Delivered,-,
,,443786,,Pending,07/01/1900,
,,697170,,Not Delivered,-,
,,119395,,Pending,07/01/1900,
,,775201,,Pending,07/01/1900,
,,979960,,Pending,07/01/1900,
,,918722,,Delivered,-,
,,684932,,Delivered,-,
,,208396,,Delivered,-,
,,216168,,Not Delivered,-,
,,616688,,Delivered,-,
,,956422,,Not Delivered,-,
,,557061,,Pending,07/01/1900,
,,546293,,Not Delivered,-,
,,269153,,Delivered,-,
,,430981,,Delivered,-,
,,849119,,Pending,07/01/1900,
,,789576,,Not Delivered,-,
,,632635,,Pending,07/01/1900,
,,582044,,Not Delivered,-,
,,326227,,Pending,07/01/1900,
,,353307,,Delivered,-,
,,610197,,Delivered,-,
,,768993,,Pending,07/01/1900,
,,173917,,Pending,07/01/1900,
,,921504,,Not Delivered,-,
,,523961,,Pending,07/01/1900,
,,258325,,Delivered,-,
,,260638,,Delivered,-,
,,257855,,Not Delivered,-,
,,801955,,Not Delivered,-,
,,335609,,Pending,07/01/1900,
,,536586,,Delivered,-,
,,352495,,Not Delivered,-,
,,397049,,Delivered,-,
,,659756,,Delivered,-,
,,785457,,Pending,07/01/1900,
,,274771,,Delivered,-,
,,504765,,Not Delivered,-,
,,207521,,Pending,07/01/1900,
,,703152,,Pending,07/01/1900,
,,275030,,Pending,07/01/1900,
,,475660,,Not Delivered,-,
,,585823,,Not Delivered,-,
,,766224,,Pending,07/01/1900,
,,824397,,Delivered,-,
,,858624,,Not Delivered,-,
,,584663,,Not Delivered,-,
,,216657,,Pending,07/01/1900,
,,888344,,Pending,07/01/1900,
,,486332,,Delivered,-,
,,103321,,Not Delivered,-,
,,923042,,Delivered,-,
,,682684,,Pending,07/01/1900,
,,645729,,Delivered,-,
,,499257,,Pending,07/01/1900,
,,517304,,Delivered,-,
,,655578,,Not Delivered,-,
,,278448,,Not Delivered,-,
,,692979,,Pending,07/01/1900,
,,641698,,Not Delivered,-,
,,141152,,Delivered,-,
,,958987,,Not Delivered,-,
,,686361,,Not Delivered,-,
,,138143,,Delivered,-,
,,678133,,Delivered,-,
,,782066,,Not Delivered,-,
,,809467,,Not Delivered,-,
,,470157,,Delivered,-,
,,631415,,Not Delivered,-,
,,604521,,Not Delivered,-,
,,791568,,Pending,07/01/1900,
,,830710,,Pending,07/01/1900,
,,534283,,Not Delivered,-,
,,674403,,Delivered,-,
,,539673,,Not Delivered,-,
,,368540,,Not Delivered,-,
,,712661,,Pending,07/01/1900,
,,456612,,Pending,07/01/1900,
,,138591,,Pending,07/01/1900,
,,228245,,Pending,07/01/1900,
,,936772,,Delivered,-,
,,704994,,Not Delivered,-,
,,826270,,Pending,07/01/1900,
,,916689,,Pending,07/01/1900,
,,102459,,Pending,07/01/1900,
,,465234,,Not Delivered,-,
,,892691,,Pending,07/01/1900,
,,524891,,Pending,07/01/1900,
,,662323,,Pending,07/01/1900,
,,293310,,Pending,07/01/1900,
,,283327,,Not Delivered,-,
,,550006,,Pending,07/01/1900,
,,665540,,Not Delivered,-,
,,157239,,Pending,07/01/1900,
,,385432,,Pending,07/01/1900,
,,189355,,Delivered,-,
,,200539,,Not Delivered,-,
,,475122,,Not Delivered,-,
,,429664,,Delivered,-,
,,728568,,Pending,07/01/1900,
,,404397,,Not Delivered,-,
,,645249,,Not Delivered,-,
,,618923,,Pending,07/01/1900,
,,552688,,Not Delivered,-,
,,895628,,Not Delivered,-,
,,485337,,Delivered,-,
,,444877,,Delivered,-,
,,555453,,Delivered,-,
,,258152,,Not Delivered,-,
,,248648,,Not Delivered,-,
,,744709,,Pending,07/01/1900,
,,383027,,Pending,07/01/1900,
,,997203,,Pending,07/01/1900,
,,403001,,Delivered,-,
,,407093,,Not Delivered,-,
,,932106,,Pending,07/01/1900,
,,493646,,Pending,07/01/1900,
,,586892,,Not Delivered,-,
,,333565,,Not Delivered,-,
,,661326,,Pending,07/01/1900,
,,574720,,Delivered,-,
,,760710,,Delivered,-,
,,784326,,Pending,07/01/1900,
,,756656,,Not Delivered,-,
,,549599,,Pending,07/01/1900,
,,859470,,Pending,07/01/1900,
,,365484,,Delivered,-,
,,524773,,Delivered,-,
,,302106,,Not Delivered,-,
,,780817,,Pending,07/01/1900,
,,538542,,Not Delivered,-,
,,489827,,Pending,07/01/1900,
,,707603,,Not Delivered,-,
,,543733,,Pending,07/01/1900,
,,432591,,Delivered,-,
,,684607,,Not Delivered,-,
,,464138,,Not Delivered,-,
,,254861,,Pending,07/01/1900,
,,246705,,Pending,07/01/1900,
,,970494,,Delivered,-,
,,913251,,Pending,07/01/1900,
,,875991,,Not Delivered,-,
,,932856,,Not Delivered,-,
,,483936,,Not Delivered,-,
,,526104,,Delivered,-,
,,590878,,Delivered,-,
,,953296,,Not Delivered,-,
,,455864,,Not Delivered,-,
,,171943,,Pending,07/01/1900,
,,382318,,Delivered,-,
,,637246,,Delivered,-,
,,505369,,Not Delivered,-,
,,512923,,Delivered,-,
,,747088,,Pending,07/01/1900,
,,686520,,Not Delivered,-,
,,928081,,Delivered,-,
,,932452,,Not Delivered,-,
,,405357,,Delivered,-,
,,550943,,Delivered,-,
,,163072,,Pending,07/01/1900,
,,324549,,Delivered,-,
,,506752,,Pending,07/01/1900,
,,464294,,Pending,07/01/1900,
,,309894,,Pending,07/01/1900,
,,504308,,Pending,07/01/1900,
,,863871,,Not Delivered,-,
,,813076,,Pending,07/01/1900,
,,509826,,Not Delivered,-,
,,828695,,Not Delivered,-,
,,112924,,Pending,07/01/1900,
,,349677,,Pending,07/01/1900,
,,882107,,Not Delivered,-,
,,410823,,Pending,07/01/1900,
,,157328,,Not Delivered,-,
,,473984,,Pending,07/01/1900,
,,125625,,Not Delivered,-,
,,479400,,Not Delivered,-,
,,760912,,Pending,07/01/1900,
,,862843,,Not Delivered,-,
,,942782,,Not Delivered,-,
,,455560,,Delivered,-,
,,870954,,Not Delivered,-,
,,493177,,Not Delivered,-,
,,726989,,Pending,07/01/1900,
,,497340,,Pending,07/01/1900,
,,918969,,Not Delivered,-,
,,202001,,Delivered,-,
,,110566,,Pending,07/01/1900,
,,544401,,Not Delivered,-,
,,319843,,Pending,07/01/1900,
,,961403,,Delivered,-,
,,127624,,Not Delivered,-,
,,230401,,Pending,07/01/1900,
,,346022,,Delivered,-,
,,248429,,Not Delivered,-,
,,486277,,Pending,07/01/1900,
,,770346,,Pending,07/01/1900,
,,761757,,Delivered,-,
,,770682,,Not Delivered,-,
,,429556,,Pending,07/01/1900,
,,675830,,Delivered,-,
,,235919,,Delivered,-,
,,908248,,Not Delivered,-,
,,657302,,Not Delivered,-,
,,932796,,Not Delivered,-,
,,302448,,Not Delivered,-,
,,286351,,Delivered,-,
,,371320,,Delivered,-,
,,389082,,Not Delivered,-,
,,610396,,Pending,07/01/1900,
,,905646,,Delivered,-,
,,537704,,Delivered,-,
,,980018,,Not Delivered,-,
,,191712,,Pending,07/01/1900,
,,170818,,Pending,07/01/1900,
,,908947,,Delivered,-,
,,788888,,Pending,07/01/1900,
,,380189,,Not Delivered,-,
,,716281,,Not Delivered,-,
,,874331,,Not Delivered,-,
,,279458,,Delivered,-,
,,168782,,Pending,07/01/1900,
,,765996,,Delivered,-,
,,504243,,Pending,07/01/1900,
,,992058,,Pending,07/01/1900,
,,254863,,Delivered,-,
,,932142,,Delivered,-,
,,121924,,Not Delivered,-,
,,821487,,Pending,07/01/1900,
,,465904,,Delivered,-,
,,366553,,Not Delivered,-,
,,791740,,Delivered,-,
,,169174,,Delivered,-,
,,940908,,Pending,07/01/1900,
,,504712,,Not Delivered,-,
,,799344,,Not Delivered,-,
,,249535,,Delivered,-,
,,498383,,Delivered,-,
,,295525,,Pending,07/01/1900,
,,958675,,Pending,07/01/1900,
,,833763,,Delivered,-,
,,744575,,Delivered,-,
,,306638,,Delivered,-,
,,994774,,Delivered,-,
,,503841,,Not Delivered,-,
,,998912,,Not Delivered,-,
,,584675,,Delivered,-,
,,813078,,Delivered,-,
,,819055,,Pending,07/01/1900,
,,835015,,Delivered,-,
,,138894,,Delivered,-,
,,419037,,Delivered,-,
,,921625,,Pending,07/01/1900,
,,422485,,Pending,07/01/1900,
,,394020,,Delivered,-,
,,194331,,Delivered,-,
,,734587,,Not Delivered,-,
,,395245,,Delivered,-,
,,233946,,Delivered,-,
,,738948,,Not Delivered,-,
,,755176,,Not Delivered,-,
,,582894,,Delivered,-,
,,715982,,Delivered,-,
,,564673,,Pending,07/01/1900,
,,718571,,Pending,07/01/1900,
,,271115,,Delivered,-,
,,425706,,Not Delivered,-,
,,528146,,Delivered,-,
,,913461,,Not Delivered,-,
,,632150,,Pending,07/01/1900,
,,544644,,Pending,07/01/1900,
,,702449,,Pending,07/01/1900,
,,195453,,Not Delivered,-,
,,756702,,Not Delivered,-,
,,707015,,Delivered,-,
,,781566,,Delivered,-,
,,730817,,Pending,07/01/1900,
,,779679,,Pending,07/01/1900,
,,434140,,Pending,07/01/1900,
,,137661,,Delivered,-,
,,720066,,Delivered,-,
,,699125,,Pending,07/01/1900,
,,394173,,Pending,07/01/1900,
,,231328,,Pending,07/01/1900,
,,575140,,Not Delivered,-,
,,406921,,Delivered,-,
,,721362,,Delivered,-,
,,495291,,Delivered,-,
